,Unnamed: 0,district,Event,circle,policeStation,source,eventType,eventSubType,time,lat,long
4828,4832,LUCKNOW,P18052112151,C2,PS4,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-18 18:51:01,26.861,81.023
4829,4833,LUCKNOW,P18052116973,C2,PS4,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-18 22:22:26,26.865,81.028
4836,4840,LUCKNOW,P19052112131,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-19 20:16:52,26.862,81.02
4845,4849,LUCKNOW,P21052101298,C2,PS4,PHONE,Domestic Violence,Familymembers Harrassment Children,2021-05-21 07:12:17,26.865,81.024
4849,4853,LUCKNOW,P21052109649,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-21 18:34:44,26.87,81.012
4860,4865,LUCKNOW,P24052108258,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-24 14:46:48,26.859,81.022
4882,4887,LUCKNOW,P29052100483,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-29 01:12:03,26.87,81.017
4894,4899,LUCKNOW,P31052108627,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-31 14:39:16,26.872,81.016
4897,4902,LUCKNOW,P01062106742,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-01 13:34:11,26.859,81.022
4905,4910,LUCKNOW,P01062115575,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-01 22:04:23,26.869,81.002
4909,4914,LUCKNOW,P02062100366,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-02 01:06:42,26.862,81.026
4915,4920,LUCKNOW,P03062107595,C2,PS4,PHONE,Domestic Violence,Domestic Violence Against Men Or Boy Or Seniormen,2021-06-03 12:49:50,26.867,81.028
4919,4924,LUCKNOW,P04062110435,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-04 15:57:35,26.872,80.996
4925,4930,LUCKNOW,P05062101709,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-05 06:40:09,26.873,81.013
4929,4934,LUCKNOW,P05062116861,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-05 21:14:38,26.866,81.005
4930,4935,LUCKNOW,P05062117907,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-05 21:50:19,26.864,81.015
4933,4938,LUCKNOW,P06062102014,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-06 06:33:50,26.859,81.021
4934,4939,LUCKNOW,P06062105024,C2,PS4,PHONE,Domestic Violence,Husband Relatives To Beat Wife,2021-06-06 09:37:56,26.868,81.006
4942,4947,LUCKNOW,P07062100523,C2,PS4,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,2021-06-07 00:53:10,26.868,81.03
4945,4950,LUCKNOW,P07062114690,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-07 19:43:59,26.86,81.03
4948,4953,LUCKNOW,P08062115451,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-08 19:53:33,26.868,81.011
4949,4954,LUCKNOW,P08062120273,C2,PS4,PHONE,Domestic Violence,Domestic Violence Against Men Or Boy Or Seniormen,2021-06-08 22:52:15,26.873,81.024
4953,4958,LUCKNOW,P09062104265,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-09 09:15:33,26.866,81.012
4971,4976,LUCKNOW,P10062116760,C2,PS4,PHONE,Domestic Violence,Expelling Senior Citizen From House,2021-06-10 21:19:59,26.866,81.013
4974,4979,LUCKNOW,P10062119742,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-10 23:40:53,26.862,81.026
4996,5001,LUCKNOW,P12062120414,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-12 23:37:09,26.862,81.026
4997,5002,LUCKNOW,P12062120479,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-12 23:43:03,26.868,81.021
5004,5009,LUCKNOW,P13062111354,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-13 17:27:44,26.867,81.013
5051,5056,LUCKNOW,P21062101234,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-21 04:22:52,26.863,81.027
5077,5082,LUCKNOW,P25062105792,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-25 12:10:29,26.866,81.005
5083,5088,LUCKNOW,P25062116283,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-25 23:01:21,26.871,81.005
5084,5089,LUCKNOW,P26062100020,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-26 00:02:41,26.871,81.005
5091,5096,LUCKNOW,P26062117398,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-26 23:40:55,26.865,81.008
5099,5104,LUCKNOW,P28062100958,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-28 02:45:18,26.858,81.018
5105,5110,LUCKNOW,P28062111697,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-28 19:05:55,26.863,81.003
